	prefix	input_text	target_text
5676	translate hindi to english	इस हादस में जैसे ही यात्रियों को निकाला गया, वाहन के डीजल टैंक में विस्फोट हो गया और उसमें आग लग गई.	As soon as the passengers were evacuated, the vehicle's diesel tank had exploded and gutted it.
5677	translate english to hindi	As soon as the passengers were evacuated, the vehicle's diesel tank had exploded and gutted it.	इस हादस में जैसे ही यात्रियों को निकाला गया, वाहन के डीजल टैंक में विस्फोट हो गया और उसमें आग लग गई.
5678	translate hindi to english	नो टेंशन ।	No tension.
5679	translate english to hindi	No tension.	नो टेंशन ।
5680	translate hindi to english	भाजपा, इनेलो-बसपा व माकपा की प्रत्याशी बुधवार को नामांकन भरेंगी।	The mayoral candidates of the BJP, CPM and INLD-BSP alliance filed their nominations papers here on Wednesday.
5681	translate english to hindi	The mayoral candidates of the BJP, CPM and INLD-BSP alliance filed their nominations papers here on Wednesday.	भाजपा, इनेलो-बसपा व माकपा की प्रत्याशी बुधवार को नामांकन भरेंगी।
5682	translate hindi to english	दक्षिण एशियाई फिल्मों में पाकिस्तान की ''डॉटर (दुखतर)'', अफगानिस्तान की ''ए फ्यू क्यूबिक मीटर्स ऑफ लव'', मालदीव की ''फिंगर (इंगली)'', भारत की ''द फोर्ट (किला)'', बांग्लादेश की ''जलाल स्टोरी (जलालर गोलपो)'', भूटान की ''पैटर्न ऑफ लव (कुरुक्षेत्र)'', नेपाल की ''रिफ्यूजिंग हेवन (झोला)'' और श्रीलंका की ''द सिंगिंग पौंड (हो गाना पोकुना)'' शामिल हैं।	The bouquet of South Asian films include Daughter (Dukhtar) from Pakistan, A Few Cubic Meters of Love from Afghanistan, Finger (Ingli) from Maldives, The Fort (Killa) from India, Jalals Story (Jalaler Golpo) from Bangladesh, Pattern of Love (Kushuthara) from Bhutan, Refusing Heaven (Jhola) from Nepal and The Singing Pond (Ho Gaanaa Pokuna) from Sri Lanka.
5683	translate english to hindi	The bouquet of South Asian films include Daughter (Dukhtar) from Pakistan, A Few Cubic Meters of Love from Afghanistan, Finger (Ingli) from Maldives, The Fort (Killa) from India, Jalals Story (Jalaler Golpo) from Bangladesh, Pattern of Love (Kushuthara) from Bhutan, Refusing Heaven (Jhola) from Nepal and The Singing Pond (Ho Gaanaa Pokuna) from Sri Lanka.	दक्षिण एशियाई फिल्मों में पाकिस्तान की ''डॉटर (दुखतर)'', अफगानिस्तान की ''ए फ्यू क्यूबिक मीटर्स ऑफ लव'', मालदीव की ''फिंगर (इंगली)'', भारत की ''द फोर्ट (किला)'', बांग्लादेश की ''जलाल स्टोरी (जलालर गोलपो)'', भूटान की ''पैटर्न ऑफ लव (कुरुक्षेत्र)'', नेपाल की ''रिफ्यूजिंग हेवन (झोला)'' और श्रीलंका की ''द सिंगिंग पौंड (हो गाना पोकुना)'' शामिल हैं।
5684	translate hindi to english	लोगों को बिना हाथ धोये आंख, नाक और चेहरे का स्पर्श न करने का परामर्श दिया गया है।	People are advised not to touch their eyes, nose and mouth without cleaning their hands.
5685	translate english to hindi	People are advised not to touch their eyes, nose and mouth without cleaning their hands.	लोगों को बिना हाथ धोये आंख, नाक और चेहरे का स्पर्श न करने का परामर्श दिया गया है।
5686	translate hindi to english	अहमदाबाद जिले में दोनों सीटों पर कांग्रेस ने जीत दर्ज की जबकि पोरबंदर जिले में एक सीट पर बीजेपी ने जीत दर्ज की।	In Ahmedabad district, both the seats were won by Congress whereas one seat in Porbandar district was won by BJP.
5687	translate english to hindi	In Ahmedabad district, both the seats were won by Congress whereas one seat in Porbandar district was won by BJP.	अहमदाबाद जिले में दोनों सीटों पर कांग्रेस ने जीत दर्ज की जबकि पोरबंदर जिले में एक सीट पर बीजेपी ने जीत दर्ज की।
5688	translate hindi to english	उन्होंने कहा, ‘‘इलाके में तैनात सात जवानों में से छह को सुरक्षित बचा लिया गया लेकिन बर्फ में फंसे एक कांस्टेबल को काफी कोशिशों के बावजूद बचाया नहीं जा सका।	Out of the seven troops deployed in the area, six were safely rescued but one constable trapped could not be revived even after much effort, he said.
5689	translate english to hindi	Out of the seven troops deployed in the area, six were safely rescued but one constable trapped could not be revived even after much effort, he said.	उन्होंने कहा, ‘‘इलाके में तैनात सात जवानों में से छह को सुरक्षित बचा लिया गया लेकिन बर्फ में फंसे एक कांस्टेबल को काफी कोशिशों के बावजूद बचाया नहीं जा सका।
5690	translate hindi to english	नबी का हक़ ईमानवालों पर स्वयं उनके अपने प्राणों से बढ़कर है। और उसकी पत्नियों उनकी माएँ है। और अल्लाह के विधान के अनुसार सामान्य मोमिनों और मुहाजिरों की अपेक्षा नातेदार आपस में एक-दूसरे से अधिक निकट है। यह और बात है कि तुम अपने साथियों के साथ कोई भलाई करो। यह बात किताब में लिखी हुई है	The Prophet is nearer to the believers than their selves. his wives are their mothers. Those who are bound by blood are nearer to one another in the Book of God than the believers and the emigrants. nevertheless you should act towards your friends honourably. that stands inscribed in the Book.
5691	translate english to hindi	The Prophet is nearer to the believers than their selves. his wives are their mothers. Those who are bound by blood are nearer to one another in the Book of God than the believers and the emigrants. nevertheless you should act towards your friends honourably. that stands inscribed in the Book.	नबी का हक़ ईमानवालों पर स्वयं उनके अपने प्राणों से बढ़कर है। और उसकी पत्नियों उनकी माएँ है। और अल्लाह के विधान के अनुसार सामान्य मोमिनों और मुहाजिरों की अपेक्षा नातेदार आपस में एक-दूसरे से अधिक निकट है। यह और बात है कि तुम अपने साथियों के साथ कोई भलाई करो। यह बात किताब में लिखी हुई है
5692	translate hindi to english	स्थान बदल	move over
5693	translate english to hindi	move over	स्थान बदल
5694	translate hindi to english	इससे पहले कांग्रेस के उम्मीदवार रमेश कुमार को विधानसभा स्पीकर चुन लिया गया है।	The Congress has nominated former speaker K R Ramesh Kumar as its candidate.
5695	translate english to hindi	The Congress has nominated former speaker K R Ramesh Kumar as its candidate.	इससे पहले कांग्रेस के उम्मीदवार रमेश कुमार को विधानसभा स्पीकर चुन लिया गया है।
5696	translate hindi to english	प्रोपोजल को स्वीकृति मिलते ही कार्य शुरू किया जाएगा।	Once the proposal is accepted we will commence the work.
5697	translate english to hindi	Once the proposal is accepted we will commence the work.	प्रोपोजल को स्वीकृति मिलते ही कार्य शुरू किया जाएगा।
5698	translate hindi to english	कि हमेशा हमारे घरों में कंप्युटर नहीं हुआ करते थे.	that we didn 't always have computers in our homes.
5699	translate english to hindi	that we didn 't always have computers in our homes.	कि हमेशा हमारे घरों में कंप्युटर नहीं हुआ करते थे.
5700	translate hindi to english	प्रधानमंत्री नरेंद्र मोदी ने आज गुरुवार को नई दिल्ली में इंडिया इंटरनेशनल कन्वेंशन और एक्सपो सेंटर (IICC) की आधारशिला रखी.	Prime Minister Narendra Modi on Tuesday inaugurated the first Persons of Indian Origin (PIO) Parliamentary Conference at the Pravasi Bharatiya Kendra in Delhi.
5701	translate english to hindi	Prime Minister Narendra Modi on Tuesday inaugurated the first Persons of Indian Origin (PIO) Parliamentary Conference at the Pravasi Bharatiya Kendra in Delhi.	प्रधानमंत्री नरेंद्र मोदी ने आज गुरुवार को नई दिल्ली में इंडिया इंटरनेशनल कन्वेंशन और एक्सपो सेंटर (IICC) की आधारशिला रखी.
5702	translate hindi to english	बिहार में राजग के तीनों घटक भाजपा, जदयू और लोजपा ने राज्य की सभी 40 लोकसभा सीटों में से कौन घटक दल कहां से अपने उम्मीदवार उतारेंगे, की गत 17 मार्च को घोषणा कर दी थी।	The three National Democratic Alliance (NDA) partners BJP, JD(U) and LJP have fielded one woman candidate each out of the total 40 Lok Sabha constituencies in Bihar.
5703	translate english to hindi	The three National Democratic Alliance (NDA) partners BJP, JD(U) and LJP have fielded one woman candidate each out of the total 40 Lok Sabha constituencies in Bihar.	बिहार में राजग के तीनों घटक भाजपा, जदयू और लोजपा ने राज्य की सभी 40 लोकसभा सीटों में से कौन घटक दल कहां से अपने उम्मीदवार उतारेंगे, की गत 17 मार्च को घोषणा कर दी थी।
5704	translate hindi to english	दक्षिण कैरोलिना के गवर्नर हेनरी मैकमास्टर ने अपने राज्य में आपातकाल की घोषणा जारी करते हुए कहा, ‘‘यह तूफान बहुत शक्तिशाली है और इसका मार्ग इतना अनिश्चित है कि कोई खतरा नहीं मोल लिया जा सकता।’’	This storm is too powerful and its path is too uncertain to take any chances, South Carolina Governor Henry McMaster said in issuing his states emergency declaration.
5705	translate english to hindi	This storm is too powerful and its path is too uncertain to take any chances, South Carolina Governor Henry McMaster said in issuing his states emergency declaration.	दक्षिण कैरोलिना के गवर्नर हेनरी मैकमास्टर ने अपने राज्य में आपातकाल की घोषणा जारी करते हुए कहा, ‘‘यह तूफान बहुत शक्तिशाली है और इसका मार्ग इतना अनिश्चित है कि कोई खतरा नहीं मोल लिया जा सकता।’’
5706	translate hindi to english	तैयार	ready-made
5707	translate english to hindi	ready-made	तैयार
5708	translate hindi to english	अमिताभ के स्टारडम के बारे में आमिर ने कहा, “मुझे लगता है कि अमिताभ बच्चन के जैसा स्टारडम फिर से नहीं बनाया जा सकता।	Talking about Big Bs stardom, he said: I think the superstardom of Amitabh Bachchan cant be re-created.
5709	translate english to hindi	Talking about Big Bs stardom, he said: I think the superstardom of Amitabh Bachchan cant be re-created.	अमिताभ के स्टारडम के बारे में आमिर ने कहा, “मुझे लगता है कि अमिताभ बच्चन के जैसा स्टारडम फिर से नहीं बनाया जा सकता।
5710	translate hindi to english	उसे भाई रॉन्करली का सारा नुकसान भरने का आदेश दिया गया ।	In 1964, I argued the Bill No. 38 case before the Supreme Court of Canada.
5711	translate english to hindi	In 1964, I argued the Bill No. 38 case before the Supreme Court of Canada.	उसे भाई रॉन्करली का सारा नुकसान भरने का आदेश दिया गया ।
5712	translate hindi to english	जेएस यादव बनाम	S. Yadav Vs
5713	translate english to hindi	S. Yadav Vs	जेएस यादव बनाम
5714	translate hindi to english	स्वास्थ्य एवं परिवार कल्याण मंत्रालय कोविड-19 पर नवीनतम स्थिति कर्नाटक में 76 वर्षीय पुरुष की मृत्य सह-अस्वस्थता के कारण होने की पुष्टि हुई है और इस व्यक्ति को कोविड-19 के लिए भी पॉजिटिव पाया गया था।	Ministry of Health and Family Welfare Update on COVID-19 Death of a 76 year old male from Karnataka is confirmed to be caused due to co-morbidity and has also tested positive for COVID-19.
5715	translate english to hindi	Ministry of Health and Family Welfare Update on COVID-19 Death of a 76 year old male from Karnataka is confirmed to be caused due to co-morbidity and has also tested positive for COVID-19.	स्वास्थ्य एवं परिवार कल्याण मंत्रालय कोविड-19 पर नवीनतम स्थिति कर्नाटक में 76 वर्षीय पुरुष की मृत्य सह-अस्वस्थता के कारण होने की पुष्टि हुई है और इस व्यक्ति को कोविड-19 के लिए भी पॉजिटिव पाया गया था।
5716	translate hindi to english	फोटो- एएनआई	Photo- ANI
5717	translate english to hindi	Photo- ANI	फोटो- एएनआई
5718	translate hindi to english	अगर उन्हें यहां से नहीं चुना जाता तो एक गुजराती को मौका मिलता’.	"""If he was not elected from here, a Gujarati would have got the chance,"""" Sinha said while responding to a question."""
5719	translate english to hindi	"""If he was not elected from here, a Gujarati would have got the chance,"""" Sinha said while responding to a question."""	अगर उन्हें यहां से नहीं चुना जाता तो एक गुजराती को मौका मिलता’.
5720	translate hindi to english	भारतीय भाषाओं के लिए प्रौद्योगिकी विकास	Technology Development for Indian Languages
5721	translate english to hindi	Technology Development for Indian Languages	भारतीय भाषाओं के लिए प्रौद्योगिकी विकास
5722	translate hindi to english	"""तो उसने कहा, """"मैंने इनके प्रति प्रेम अपने रब की याद के कारण अपनाया है।"""" यहाँ तक कि वे (घोड़े) ओट में छिप गए"""	He said: verily I have loved the love of earthly good above the remembrance of my Lord until the sun hath disappeared behind the veil.
5723	translate english to hindi	He said: verily I have loved the love of earthly good above the remembrance of my Lord until the sun hath disappeared behind the veil.	"""तो उसने कहा, """"मैंने इनके प्रति प्रेम अपने रब की याद के कारण अपनाया है।"""" यहाँ तक कि वे (घोड़े) ओट में छिप गए"""
5724	translate hindi to english	यूक्रेन सरकार ने शिकायत की है कि आतंकवादी 38 शवों को विद्रोहियों के कब्जे वाले शहर डोनेत्सक स्थित शवगृह ले गए हैं।	"""The Ukrainian government complained that """"the terrorists"""" had taken 38 bodies to a morgue in the rebel-held city of Donetsk."""
5725	translate english to hindi	"""The Ukrainian government complained that """"the terrorists"""" had taken 38 bodies to a morgue in the rebel-held city of Donetsk."""	यूक्रेन सरकार ने शिकायत की है कि आतंकवादी 38 शवों को विद्रोहियों के कब्जे वाले शहर डोनेत्सक स्थित शवगृह ले गए हैं।
5726	translate hindi to english	पीएम मोदी वाराणसी से चुनाव लड़ेंगे जबकि गृह मंत्री राजनाथ सिंह पुरानी सीट लखनऊ से जबकि नितिन गडकरी नागपुर से प्रत्याशी होंगे।	Union home minister Rajnath Singh will contest the elections from Lucknow with Nitin Gadkari contesting from Nagpur.
5727	translate english to hindi	Union home minister Rajnath Singh will contest the elections from Lucknow with Nitin Gadkari contesting from Nagpur.	पीएम मोदी वाराणसी से चुनाव लड़ेंगे जबकि गृह मंत्री राजनाथ सिंह पुरानी सीट लखनऊ से जबकि नितिन गडकरी नागपुर से प्रत्याशी होंगे।
5728	translate hindi to english	इस तरह की सारी चर्चा बेबुनियाद है।	All this discussion is absurd.
5729	translate english to hindi	All this discussion is absurd.	इस तरह की सारी चर्चा बेबुनियाद है।
5730	translate hindi to english	सीसीके कॉम्‍पलेक्‍स, कालिदास रोड Road, विजयनगर फर्स्‍ट स्‍टेज	CCK Complex, Kalidasa Road, Vijayanagar 1st Stage
5731	translate english to hindi	CCK Complex, Kalidasa Road, Vijayanagar 1st Stage	सीसीके कॉम्‍पलेक्‍स, कालिदास रोड Road, विजयनगर फर्स्‍ट स्‍टेज
5732	translate hindi to english	डब्ल्यूएचओ की फंडिंग रोकने का अमेरिका का फैसला गैर-जिम्मेदाराना : रूस	US decision to halt WHO funding irresponsible: Russia
5733	translate english to hindi	US decision to halt WHO funding irresponsible: Russia	डब्ल्यूएचओ की फंडिंग रोकने का अमेरिका का फैसला गैर-जिम्मेदाराना : रूस
5734	translate hindi to english	सन् 1942 में सरकार ने मकबरे के इर्द्-गिर्द एक मचान सहित पैड़ बल्ली का सुरक्षा कवच तैयार कराया था।	In year 1942, near Makbara, the goverment was made one tree of Bali along with machan as protective shield.
5735	translate english to hindi	In year 1942, near Makbara, the goverment was made one tree of Bali along with machan as protective shield.	सन् 1942 में सरकार ने मकबरे के इर्द्-गिर्द एक मचान सहित पैड़ बल्ली का सुरक्षा कवच तैयार कराया था।
5736	translate hindi to english	सुरक्षा प्रिंटिंग एंड मिंटिंग कॉरपोरेशन ऑफ इंडिया (एसपीएमसीएल) के सूत्रों ने आईएएनएस को बताया कि कंपनी को अभी तक 200 रुपये के नोट की छपाई का कोई निर्देश नहीं मिला है।	Security Printing and Minting Corporation of India (SPMCIL) sources told IANS that the company has not received any indent so far for the printing of Rs 200 notes.
5737	translate english to hindi	Security Printing and Minting Corporation of India (SPMCIL) sources told IANS that the company has not received any indent so far for the printing of Rs 200 notes.	सुरक्षा प्रिंटिंग एंड मिंटिंग कॉरपोरेशन ऑफ इंडिया (एसपीएमसीएल) के सूत्रों ने आईएएनएस को बताया कि कंपनी को अभी तक 200 रुपये के नोट की छपाई का कोई निर्देश नहीं मिला है।
5738	translate hindi to english	इसका सर्वोत्तम समाधान क्या है?	The solution to the problem?
5739	translate english to hindi	The solution to the problem?	इसका सर्वोत्तम समाधान क्या है?
5740	translate hindi to english	उन्होंने कहा कि NRC, NPR और CAA, तीनों आपस में जुड़े हैं और इन्हें अलग-अलग नहीं किया जा सकता है।	"""""""CAA, NPR and NRC are all interlinked."""
5741	translate english to hindi	"""""""CAA, NPR and NRC are all interlinked."""	उन्होंने कहा कि NRC, NPR और CAA, तीनों आपस में जुड़े हैं और इन्हें अलग-अलग नहीं किया जा सकता है।
5742	translate hindi to english	"""वडोदरा के भाजपा उपाध्यक्ष, पराक्रमसिंह जडेजा ने कहा """"हमने 14,000 लोगों को जीवन बीमा प्रदान करने का लक्ष्य रखा था, लेकिन हमने कम से कम 21,000 लोगों को यहां दिया है."""	"""Parakramsinh Jadeja, BJP Vice President, Vadodara said, """"We aimed to provide life insurance to 14,000 people but we have given the same to at least 21,000 people here."""""""
5743	translate english to hindi	"""Parakramsinh Jadeja, BJP Vice President, Vadodara said, """"We aimed to provide life insurance to 14,000 people but we have given the same to at least 21,000 people here."""""""	"""वडोदरा के भाजपा उपाध्यक्ष, पराक्रमसिंह जडेजा ने कहा """"हमने 14,000 लोगों को जीवन बीमा प्रदान करने का लक्ष्य रखा था, लेकिन हमने कम से कम 21,000 लोगों को यहां दिया है."""
5744	translate hindi to english	' उन्होंने कहा, 'अगर हमारे पास संख्या बल होता, तो हम किसी का इंतजार नहीं करते।	"""""""If we had the numbers, we wouldn't have waited for anyone."""
5745	translate english to hindi	"""""""If we had the numbers, we wouldn't have waited for anyone."""	' उन्होंने कहा, 'अगर हमारे पास संख्या बल होता, तो हम किसी का इंतजार नहीं करते।
5746	translate hindi to english	कृषि एवं संबद्ध विज्ञानों में स्नातकोत्तर उत्कृष्ट डॉक्टोरल थीसिस (शोध प्रबंध) अनुसंधान के लिए जवाहरलाल नेहरू पुरस्कार 2017	Jawaharlal Nehru Award for P.G. Outstanding Doctoral Thesis Research in Agricultural and Allied Sciences 2017
5747	translate english to hindi	Jawaharlal Nehru Award for P.G. Outstanding Doctoral Thesis Research in Agricultural and Allied Sciences 2017	कृषि एवं संबद्ध विज्ञानों में स्नातकोत्तर उत्कृष्ट डॉक्टोरल थीसिस (शोध प्रबंध) अनुसंधान के लिए जवाहरलाल नेहरू पुरस्कार 2017
5748	translate hindi to english	उन्होंने कहा, ''अगर जरूरत पड़ेगी तो हम चुनाव आयोग को लिखकर देंगे कि चार दल ही प्रधानमंत्री मोदी की फोटो का इस्तेमाल कर सकते हैं।	"""""""If needed, we will write to the election commission that only four parties- JD-U, BJP, HAM and VIP - can use photo of PM Modi and if any other party found using his photo then Election Commission would be free to take action,"""" Sushil Modi had said."""
5749	translate english to hindi	"""""""If needed, we will write to the election commission that only four parties- JD-U, BJP, HAM and VIP - can use photo of PM Modi and if any other party found using his photo then Election Commission would be free to take action,"""" Sushil Modi had said."""	उन्होंने कहा, ''अगर जरूरत पड़ेगी तो हम चुनाव आयोग को लिखकर देंगे कि चार दल ही प्रधानमंत्री मोदी की फोटो का इस्तेमाल कर सकते हैं।
5750	translate hindi to english	सारा जहां अदु (दुश्मन) सही & #44. आओ मुक़ाबला करें।	The whole world may be against us, lets get ready to face them.
5751	translate english to hindi	The whole world may be against us, lets get ready to face them.	सारा जहां अदु (दुश्मन) सही & #44. आओ मुक़ाबला करें।
5752	translate hindi to english	उड़ीसा उच्च न्यायालय	The Orissa High Court
5753	translate english to hindi	The Orissa High Court	उड़ीसा उच्च न्यायालय
5754	translate hindi to english	\\xa0इससे आपके पुराने फोन में नए साल से WhatsApp काम करना बंद कर सकता है।	From January 1, Whatsapp will shut on your old mobile phone.
5755	translate english to hindi	From January 1, Whatsapp will shut on your old mobile phone.	\\xa0इससे आपके पुराने फोन में नए साल से WhatsApp काम करना बंद कर सकता है।
5756	translate hindi to english	अलमारी में रखे नकदी और जेवरात गायब थे।	The cash and ornaments stored inside the cupboard had disappeared.
5757	translate english to hindi	The cash and ornaments stored inside the cupboard had disappeared.	अलमारी में रखे नकदी और जेवरात गायब थे।
5758	translate hindi to english	हालांकि बीजेपी इसपर राजी नहीं है.	The BJP, however, disagrees.
5759	translate english to hindi	The BJP, however, disagrees.	हालांकि बीजेपी इसपर राजी नहीं है.
5760	translate hindi to english	पुलिस हाऊसिंग कॉरपोरेशन को पुलिस कर्मियों के लिए मकान बनाने के लिए 300 करोड़ रूपए की राशि दी गई है।	A sum of Rs 300 crore has been given to Haryana Police Housing Corporation for providing housing facility to police officials.
5761	translate english to hindi	A sum of Rs 300 crore has been given to Haryana Police Housing Corporation for providing housing facility to police officials.	पुलिस हाऊसिंग कॉरपोरेशन को पुलिस कर्मियों के लिए मकान बनाने के लिए 300 करोड़ रूपए की राशि दी गई है।
5762	translate hindi to english	मस्तिष्क, यकृत और धारीदार मांसपेशियों पर जहरीले प्रभाव दिखाने के लिए कार्यात्मक और जैव रासायनिक साक्ष्य।	Functional and biochemical evidences to show toxic effect on the brain, liver and striated muscles.
5763	translate english to hindi	Functional and biochemical evidences to show toxic effect on the brain, liver and striated muscles.	मस्तिष्क, यकृत और धारीदार मांसपेशियों पर जहरीले प्रभाव दिखाने के लिए कार्यात्मक और जैव रासायनिक साक्ष्य।
5764	translate hindi to english	पुदीने का एंटी-इंफ्लैमटोरी और एंटी-बैक्टिरीयल गुण पाए जाते है।	Ginger has antibacterial and anti-inflammatory properties.
5765	translate english to hindi	Ginger has antibacterial and anti-inflammatory properties.	पुदीने का एंटी-इंफ्लैमटोरी और एंटी-बैक्टिरीयल गुण पाए जाते है।
5766	translate hindi to english	किशोरी के बयान भी कोर्ट में दर्ज कराए गए हैं।	The girls statement was also recorded at the courts.
5767	translate english to hindi	The girls statement was also recorded at the courts.	किशोरी के बयान भी कोर्ट में दर्ज कराए गए हैं।
5768	translate hindi to english	वे जानना चाहते हैं कि किस जगह ये कारें मिलेंगी, ताकि वे इन्हें तलाश सकें, और उनके साथ तस्वीरें खिंचवा सकें.	They want to know which location they will be in and how they can find them and take pictures with them.
5769	translate english to hindi	They want to know which location they will be in and how they can find them and take pictures with them.	वे जानना चाहते हैं कि किस जगह ये कारें मिलेंगी, ताकि वे इन्हें तलाश सकें, और उनके साथ तस्वीरें खिंचवा सकें.
5770	translate hindi to english	यद्यपि इस देवता की प्रचलित कथा से ऐसा लगता है कि इसकी पूजा कुष्ठ रोग होने पर ही की जानी चाहिए फिर भी आजकल सूजन और कान में खुजली होने पर भी इस देवी को शांत किया जाता है।	Though from the legend which is narrated in glorification of the deity it is seen that it ought to be worshipped in case of leprosy, yet as a matter of fact the deity is propitiated nowadays in cases of inflammations and itches in the ear.
5771	translate english to hindi	Though from the legend which is narrated in glorification of the deity it is seen that it ought to be worshipped in case of leprosy, yet as a matter of fact the deity is propitiated nowadays in cases of inflammations and itches in the ear.	यद्यपि इस देवता की प्रचलित कथा से ऐसा लगता है कि इसकी पूजा कुष्ठ रोग होने पर ही की जानी चाहिए फिर भी आजकल सूजन और कान में खुजली होने पर भी इस देवी को शांत किया जाता है।
5772	translate hindi to english	विज्ञान का जन्म हो गया।	So science was born.
5773	translate english to hindi	So science was born.	विज्ञान का जन्म हो गया।
5774	translate hindi to english	फरीदाबाद देश के प्रदूषित शहरों की सूची में हमेशा ही शामिल रहता है।	Faridabad is one of the most polluted cities in the country.
5775	translate english to hindi	Faridabad is one of the most polluted cities in the country.	फरीदाबाद देश के प्रदूषित शहरों की सूची में हमेशा ही शामिल रहता है।
5776	translate hindi to english	आढ़तियों की हड़ताल से महंगी होने लगीं सब्जियां	Vegetables get costly as traders' strike continues
5777	translate english to hindi	Vegetables get costly as traders' strike continues	आढ़तियों की हड़ताल से महंगी होने लगीं सब्जियां
5778	translate hindi to english	2 किलो अफीम के साथ एक काबू	One arrested with 2-kg opium
5779	translate english to hindi	One arrested with 2-kg opium	2 किलो अफीम के साथ एक काबू
5780	translate hindi to english	हमें यह स्वीकार करना होगा और एक बल्लेबाज के रूप में बेहतर तरीके से उसका सामना करना होगा।	We have to accept that and face him the best way as a batsmen, he said.
5781	translate english to hindi	We have to accept that and face him the best way as a batsmen, he said.	हमें यह स्वीकार करना होगा और एक बल्लेबाज के रूप में बेहतर तरीके से उसका सामना करना होगा।
5782	translate hindi to english	ट्राइब्स इंडिया अपने उत्पादों की पेशकश ग्राहकों के लिए आकर्षक बना रहा है और साथ ही साथ लाखों जनजातीय उद्यमियों को बड़ा बाजार पाने में मदद कर रहा है	Tribes India is continuing with making its product offerings more attractive to its customers, and at the same time helping millions of tribal enterprises get larger markets
5783	translate english to hindi	Tribes India is continuing with making its product offerings more attractive to its customers, and at the same time helping millions of tribal enterprises get larger markets	ट्राइब्स इंडिया अपने उत्पादों की पेशकश ग्राहकों के लिए आकर्षक बना रहा है और साथ ही साथ लाखों जनजातीय उद्यमियों को बड़ा बाजार पाने में मदद कर रहा है
5784	translate hindi to english	इन सारी बातों का हम पर क्या असर होता है?	How can we make sure that our decisions conform to Gods loving purpose?
5785	translate english to hindi	How can we make sure that our decisions conform to Gods loving purpose?	इन सारी बातों का हम पर क्या असर होता है?
5786	translate hindi to english	इसका मुख्यालय मैनहैटन, न्यू यॉर्क शहर में है।	It is based in Manhattan, New York City.
5787	translate english to hindi	It is based in Manhattan, New York City.	इसका मुख्यालय मैनहैटन, न्यू यॉर्क शहर में है।
5788	translate hindi to english	उन्होंने कहा कि आतंकवाद को सिर्फ इस्लाम की शिक्षा से ही धरती से मिटाया जा सकता है.	He said terrorism can be eliminated from Earth only by following the teachings of Islam.
5789	translate english to hindi	He said terrorism can be eliminated from Earth only by following the teachings of Islam.	उन्होंने कहा कि आतंकवाद को सिर्फ इस्लाम की शिक्षा से ही धरती से मिटाया जा सकता है.
5790	translate hindi to english	उन्होंने लिखा, ‘स्मृति ईरानी ने आणंद जिले के माघरोल गांव को मॉडल बनाने के लिए गोद लिया था और उन्होंने इसे भ्रष्टाचार और सत्ता के दुरुपयोग का बेहतरीन मॉडल बनाने का काम किया है.	Smriti Irani adopted Maghrol in Anand district to make it a model village and she did a stupendous job of making it a model for the corruption and blatant misuse of power.
5791	translate english to hindi	Smriti Irani adopted Maghrol in Anand district to make it a model village and she did a stupendous job of making it a model for the corruption and blatant misuse of power.	उन्होंने लिखा, ‘स्मृति ईरानी ने आणंद जिले के माघरोल गांव को मॉडल बनाने के लिए गोद लिया था और उन्होंने इसे भ्रष्टाचार और सत्ता के दुरुपयोग का बेहतरीन मॉडल बनाने का काम किया है.
5792	translate hindi to english	गोरपार खरसीया मण्डल में भारत के छत्तीसगढ़ राज्य के अन्तर्गत रायगढ़ जिले का एक गाँव है।	Chhura is a nagar panchayat located in the Gariaband district (earlier in Raipur district) of Chhattisgarh state of India.
5793	translate english to hindi	Chhura is a nagar panchayat located in the Gariaband district (earlier in Raipur district) of Chhattisgarh state of India.	गोरपार खरसीया मण्डल में भारत के छत्तीसगढ़ राज्य के अन्तर्गत रायगढ़ जिले का एक गाँव है।
5794	translate hindi to english	ओडिशा के मुख्\\u200dयमंत्री नवीन पटनायक (Naveen Patnaik) ने राज्\\u200dय विधानसभा में ऐलान किया कि सभी शिक्षण संस्थान 31 मार्च तक बंद रहेंगे।	13:03 pm: Odisha Chief Minister Naveen Patnaik in state assembly: All educational institutions shall remain closed till 31st March except for holding examinations.
5795	translate english to hindi	13:03 pm: Odisha Chief Minister Naveen Patnaik in state assembly: All educational institutions shall remain closed till 31st March except for holding examinations.	ओडिशा के मुख्\\u200dयमंत्री नवीन पटनायक (Naveen Patnaik) ने राज्\\u200dय विधानसभा में ऐलान किया कि सभी शिक्षण संस्थान 31 मार्च तक बंद रहेंगे।
5796	translate hindi to english	मंदना ने कहा, ‘‘मेरे पास एक बड़े प्रोडक्शन हाउस से फोन और उन्होंने मुझे बताया कि उनके पास मेरे पालतू कुत्ते के लिए बहुत ही रोचक भूमिका है।	"""""""I got a call from one of the major production houses and they told me that they have a very interesting role for my pet dog,"""" Mandana said in a statement."""
5797	translate english to hindi	"""""""I got a call from one of the major production houses and they told me that they have a very interesting role for my pet dog,"""" Mandana said in a statement."""	मंदना ने कहा, ‘‘मेरे पास एक बड़े प्रोडक्शन हाउस से फोन और उन्होंने मुझे बताया कि उनके पास मेरे पालतू कुत्ते के लिए बहुत ही रोचक भूमिका है।
